order_id,order_date,customer_id,category,product_name,quantity,unit_price,discount,sales,cost,city,profit,payment_method,order_status
224,2025-11-03,1059,Books,Fiction Book,4,966,0.1,3477.6,2226.37,Delhi,1251.23,Credit Card,Cancelled
225,2025-04-19,1012,Books,Technical Book,2,168,0.05,319.2,254.94,Pune,64.26,Debit Card,Cancelled
226,2025-08-03,1084,Electronics,Keyboard,2,7046,0.0,14092.0,10076.37,Mumbai,4015.63,Credit Card,Delivered
227,2025-03-25,1113,Fashion,Jeans,4,3086,0.0,12344.0,7978.64,Delhi,4365.36,COD,Delivered
228,2025-11-03,1075,Beauty,Moisturizer,3,1993,0.1,5381.1,4177.43,Pune,1203.67,Credit Card,Delivered
229,2025-03-22,1012,Fashion,Jeans,3,3160,0.1,8532.0,5523.92,Bangalore,3008.08,Net Banking,Delivered
230,2025-10-21,1028,Home & Kitchen,Coffee Maker,3,1536,0.0,4608.0,3028.93,Pune,1579.07,Credit Card,Delivered
231,2025-03-04,1023,Home & Kitchen,Cookware Set,4,2420,0.15,8228.0,7364.8,Bangalore,863.2,Debit Card,Delivered
232,2025-01-07,1056,Fashion,Sneakers,1,2035,0.1,1831.5,1196.77,Delhi,634.73,Debit Card,Delivered
233,2025-11-01,1113,Electronics,Power Bank,3,4073,0.0,12219.0,7871.66,Kolkata,4347.34,Credit Card,Cancelled
234,2025-03-08,1075,Books,Self Help Book,4,986,0.0,3944.0,3055.87,Pune,888.13,Debit Card,Delivered
235,2025-01-30,1122,Beauty,Moisturizer,3,2041,0.15,5204.55,4013.38,Pune,1191.17,Debit Card,Cancelled
236,2025-05-06,1145,Books,Self Help Book,4,350,0.2,1120.0,862.87,Pune,257.13,Net Banking,Delivered
237,2025-02-11,1098,Beauty,Perfume,1,564,0.15,479.4,367.33,Pune,112.07,COD,Delivered
238,2025-04-02,1024,Home & Kitchen,Cookware Set,1,682,0.15,579.7,460.56,Pune,119.14,Net Banking,Delivered
239,2025-01-08,1028,Home & Kitchen,Water Bottle,3,3470,0.1,9369.0,7475.3,Pune,1893.7,UPI,Cancelled
240,2025-09-03,1149,Electronics,Keyboard,4,2709,0.05,10294.2,7102.43,Kolkata,3191.77,Net Banking,Delivered
241,2025-05-27,1048,Home & Kitchen,Bedsheet,1,2260,0.2,1808.0,1320.34,Hyderabad,487.66,Credit Card,Delivered
242,2025-09-06,1082,Beauty,Lipstick,4,1439,0.05,5468.2,3842.67,Hyderabad,1625.53,COD,Delivered
243,2025-08-13,1096,Home & Kitchen,Bedsheet,3,3419,0.0,10257.0,7151.65,Bangalore,3105.35,Credit Card,Delivered
244,2025-11-19,1054,Home & Kitchen,Table Lamp,1,2024,0.2,1619.2,1127.42,Mumbai,491.78,UPI,Delivered
245,2025-09-21,1026,Fashion,Handbag,4,2641,0.15,8979.4,8216.95,Delhi,762.45,COD,Delivered
246,2025-05-08,1127,Home & Kitchen,Coffee Maker,4,3258,0.15,11077.2,9472.34,Delhi,1604.86,Debit Card,Delivered
247,2025-10-17,1045,Beauty,Shampoo,2,2214,0.15,3763.8,3400.56,Pune,363.24,Net Banking,Delivered
248,2025-04-21,1034,Home & Kitchen,Table Lamp,2,2722,0.0,5444.0,3498.65,Bangalore,1945.35,Credit Card,Delivered
249,2025-02-01,1074,Home & Kitchen,Water Bottle,3,736,0.0,2208.0,1579.94,Mumbai,628.06,UPI,Delivered
250,2025-09-17,1059,Beauty,Lipstick,4,252,0.05,957.6,684.99,Mumbai,272.61,Debit Card,Delivered
251,2025-09-21,1134,Beauty,Moisturizer,2,2084,0.15,3542.8,2851.54,Pune,691.26,Net Banking,Delivered
252,2025-04-10,1082,Beauty,Face Wash,4,1842,0.15,6262.8,4583.41,Bangalore,1679.39,Debit Card,Delivered
253,2025-08-05,1120,Books,Technical Book,1,367,0.1,330.3,280.37,Mumbai,49.93,Net Banking,Cancelled
254,2025-12-06,1140,Books,Cookbook,3,580,0.2,1392.0,1064.64,Pune,327.36,COD,Delivered
255,2025-01-13,1141,Fashion,T-Shirt,1,1727,0.05,1640.65,970.65,Hyderabad,670.0,Debit Card,Delivered
256,2025-08-04,1008,Fashion,T-Shirt,1,1882,0.15,1599.7,1050.66,Hyderabad,549.04,Debit Card,Delivered
257,2025-01-21,1013,Fashion,Sneakers,4,1339,0.1,4820.4,3659.27,Delhi,1161.13,Debit Card,Cancelled
258,2025-04-21,1102,Electronics,Smart Watch,1,5963,0.2,4770.4,3322.74,Delhi,1447.66,COD,Delivered
259,2025-06-05,1016,Beauty,Lipstick,4,1601,0.1,5763.6,3981.55,Delhi,1782.05,UPI,Delivered
260,2025-09-01,1057,Beauty,Moisturizer,4,1897,0.15,6449.8,5077.37,Kolkata,1372.43,Net Banking,Delivered
261,2025-08-05,1045,Beauty,Shampoo,1,506,0.1,455.4,374.87,Kolkata,80.53,Debit Card,Cancelled
262,2025-08-06,1004,Home & Kitchen,Bedsheet,4,2504,0.1,9014.4,5646.37,Mumbai,3368.03,COD,Delivered
263,2025-07-18,1106,Electronics,Keyboard,4,3455,0.0,13820.0,9907.48,Delhi,3912.52,UPI,Delivered
264,2025-11-17,1049,Fashion,T-Shirt,2,2714,0.0,5428.0,3787.92,Hyderabad,1640.08,Net Banking,Delivered
265,2025-09-05,1054,Beauty,Face Wash,3,1976,0.1,5335.2,3574.33,Delhi,1760.87,COD,Delivered
266,2025-03-03,1086,Fashion,Sneakers,2,3183,0.2,5092.8,4410.42,Kolkata,682.38,Net Banking,Delivered
267,2025-11-29,1050,Fashion,Jeans,2,2157,0.15,3666.9,3346.26,Bangalore,320.64,Debit Card,Delivered
268,2025-11-28,1139,Beauty,Lipstick,2,2090,0.05,3971.0,3215.23,Pune,755.77,UPI,Delivered
269,2025-10-12,1059,Electronics,Smart Watch,3,6902,0.0,20706.0,15338.18,Pune,5367.82,COD,Delivered
270,2025-12-18,1094,Fashion,T-Shirt,3,644,0.0,1932.0,1274.52,Delhi,657.48,UPI,Cancelled
271,2025-06-05,1104,Home & Kitchen,Coffee Maker,3,385,0.0,1155.0,730.09,Mumbai,424.91,Debit Card,Delivered
272,2025-09-04,1034,Home & Kitchen,Water Bottle,3,4247,0.2,10192.8,7458.27,Bangalore,2734.53,UPI,Delivered
273,2025-12-15,1091,Electronics,Wireless Headphones,1,5222,0.1,4699.8,4064.08,Mumbai,635.72,UPI,Delivered
274,2025-07-12,1145,Beauty,Face Wash,2,1489,0.0,2978.0,1664.56,Kolkata,1313.44,Credit Card,Delivered
275,2025-04-19,1047,Fashion,Handbag,1,2003,0.1,1802.7,1451.21,Mumbai,351.49,UPI,Delivered
276,2025-02-10,1112,Books,Cookbook,2,903,0.0,1806.0,1238.84,Bangalore,567.16,Net Banking,Delivered
277,2025-07-08,1024,Beauty,Face Wash,3,2120,0.0,6360.0,4707.37,Mumbai,1652.63,COD,Delivered
278,2025-11-14,1057,Beauty,Shampoo,2,478,0.0,956.0,553.92,Pune,402.08,Credit Card,Delivered
279,2025-11-13,1003,Electronics,Power Bank,2,6245,0.0,12490.0,7743.37,Bangalore,4746.63,COD,Cancelled
280,2025-04-22,1126,Beauty,Lipstick,4,2188,0.15,7439.2,6460.26,Bangalore,978.94,COD,Delivered
281,2025-09-12,1009,Beauty,Perfume,2,2022,0.1,3639.6,2379.83,Delhi,1259.77,Debit Card,Delivered
282,2025-12-23,1102,Home & Kitchen,Cookware Set,2,4207,0.1,7572.6,4879.17,Delhi,2693.43,Debit Card,Delivered
283,2025-07-17,1001,Electronics,Wireless Headphones,3,4675,0.0,14025.0,8030.63,Mumbai,5994.37,Credit Card,Delivered
284,2025-01-03,1081,Books,Fiction Book,1,731,0.05,694.45,566.57,Delhi,127.88,Debit Card,Cancelled
285,2025-12-05,1043,Beauty,Perfume,3,1697,0.1,4581.9,3250.1,Hyderabad,1331.8,Debit Card,Delivered
286,2025-07-12,1027,Home & Kitchen,Cookware Set,1,3686,0.1,3317.4,2485.72,Kolkata,831.68,Debit Card,Delivered
287,2025-11-09,1072,Books,Technical Book,3,577,0.05,1644.45,1298.99,Kolkata,345.46,COD,Delivered
288,2025-04-23,1012,Home & Kitchen,Cookware Set,4,3550,0.1,12780.0,7979.3,Kolkata,4800.7,Credit Card,Delivered
289,2025-02-28,1033,Books,Technical Book,1,718,0.15,610.3,494.89,Kolkata,115.41,COD,Cancelled
290,2025-03-20,1014,Fashion,T-Shirt,3,2644,0.1,7138.8,5587.62,Bangalore,1551.18,Net Banking,Delivered
291,2025-07-21,1017,Books,Notebook,1,718,0.0,718.0,469.23,Mumbai,248.77,COD,Delivered
292,2025-03-12,1131,Fashion,Handbag,4,1080,0.0,4320.0,2892.38,Mumbai,1427.62,Net Banking,Cancelled
293,2025-08-07,1020,Fashion,T-Shirt,3,1937,0.0,5811.0,3991.77,Bangalore,1819.23,UPI,Cancelled
294,2025-10-10,1010,Electronics,Power Bank,4,5298,0.1,19072.8,13474.93,Delhi,5597.87,UPI,Delivered
295,2025-03-20,1059,Electronics,Wireless Headphones,3,4995,0.0,14985.0,8775.37,Kolkata,6209.63,Net Banking,Delivered
296,2025-10-28,1068,Home & Kitchen,Water Bottle,3,3215,0.1,8680.5,6210.17,Delhi,2470.33,Net Banking,Cancelled
297,2025-06-27,1085,Electronics,Power Bank,3,2720,0.1,7344.0,5882.13,Delhi,1461.87,COD,Cancelled
298,2025-06-19,1039,Beauty,Lipstick,1,1471,0.1,1323.9,1024.8,Delhi,299.1,Net Banking,Delivered
299,2025-07-22,1061,Books,Notebook,3,218,0.0,654.0,496.76,Mumbai,157.24,Credit Card,Delivered
300,2025-03-18,1131,Home & Kitchen,Cookware Set,1,4733,0.15,4023.05,3618.49,Mumbai,404.56,UPI,Delivered
301,2025-12-11,1039,Electronics,Bluetooth Speaker,2,6695,0.2,10712.0,9164.43,Delhi,1547.57,UPI,Delivered
302,2025-05-03,1114,Beauty,Lipstick,1,767,0.05,728.65,575.98,Hyderabad,152.67,Net Banking,Delivered
303,2025-12-29,1054,Home & Kitchen,Water Bottle,3,2859,0.1,7719.3,5521.49,Hyderabad,2197.81,Debit Card,Delivered
304,2025-05-13,1092,Beauty,Face Wash,3,1977,0.05,5634.45,3479.62,Pune,2154.83,Debit Card,Delivered
305,2025-10-10,1056,Fashion,Sneakers,1,2019,0.0,2019.0,1539.79,Mumbai,479.21,Net Banking,Cancelled
306,2025-04-20,1106,Electronics,Keyboard,1,4190,0.15,3561.5,3062.31,Mumbai,499.19,Credit Card,Delivered
307,2025-09-18,1087,Electronics,Wireless Headphones,1,7772,0.05,7383.4,5206.99,Delhi,2176.41,Debit Card,Cancelled
308,2025-04-22,1045,Beauty,Shampoo,2,1508,0.1,2714.4,1925.73,Delhi,788.67,Net Banking,Delivered
309,2025-05-06,1122,Books,Self Help Book,1,811,0.1,729.9,510.45,Mumbai,219.45,Credit Card,Delivered
310,2025-04-28,1143,Beauty,Shampoo,4,2453,0.0,9812.0,6000.51,Kolkata,3811.49,Credit Card,Delivered
311,2025-12-20,1141,Beauty,Shampoo,1,218,0.1,196.2,155.11,Kolkata,41.09,COD,Delivered
312,2025-05-08,1088,Electronics,Smart Watch,1,4815,0.0,4815.0,3021.69,Mumbai,1793.31,Credit Card,Delivered
313,2025-06-20,1025,Electronics,Keyboard,1,5200,0.15,4420.0,3591.16,Bangalore,828.84,Debit Card,Delivered
314,2025-11-08,1065,Books,Technical Book,3,174,0.1,469.8,370.81,Pune,98.99,Debit Card,Delivered
315,2025-09-28,1131,Electronics,Wireless Headphones,3,2187,0.1,5904.9,4846.86,Bangalore,1058.04,Net Banking,Delivered
316,2025-12-26,1036,Books,Fiction Book,4,683,0.1,2458.8,1616.79,Hyderabad,842.01,Net Banking,Delivered
317,2025-12-05,1003,Beauty,Face Wash,1,731,0.1,657.9,456.05,Kolkata,201.85,Credit Card,Delivered
318,2025-12-14,1124,Home & Kitchen,Bedsheet,3,3493,0.1,9431.1,6929.95,Mumbai,2501.15,UPI,Delivered
319,2025-12-21,1044,Books,Fiction Book,4,956,0.1,3441.6,2770.32,Pune,671.28,COD,Delivered
320,2025-09-02,1062,Home & Kitchen,Bedsheet,1,2225,0.05,2113.75,1620.0,Mumbai,493.75,UPI,Delivered
321,2025-05-18,1044,Beauty,Moisturizer,1,815,0.15,692.75,611.08,Bangalore,81.67,Credit Card,Delivered
322,2025-03-03,1038,Electronics,Smart Watch,2,4049,0.1,7288.2,5936.93,Delhi,1351.27,Credit Card,Cancelled
323,2025-07-26,1132,Home & Kitchen,Table Lamp,2,4551,0.15,7736.7,5138.28,Kolkata,2598.42,UPI,Delivered
324,2025-04-06,1079,Beauty,Moisturizer,1,591,0.1,531.9,360.94,Pune,170.96,COD,Delivered
325,2025-09-15,1008,Beauty,Moisturizer,4,565,0.2,1808.0,1672.05,Bangalore,135.95,UPI,Delivered
326,2025-03-02,1109,Electronics,Keyboard,4,6469,0.2,20700.8,19001.01,Bangalore,1699.79,Net Banking,Delivered
327,2025-10-31,1035,Home & Kitchen,Water Bottle,1,2806,0.1,2525.4,1745.16,Kolkata,780.24,Debit Card,Delivered
328,2025-05-18,1083,Fashion,T-Shirt,4,2654,0.1,9554.4,7949.47,Delhi,1604.93,Net Banking,Delivered
329,2025-07-30,1087,Beauty,Perfume,1,2321,0.05,2204.95,1398.73,Bangalore,806.22,Debit Card,Delivered
330,2025-06-19,1014,Fashion,Hoodie,1,1738,0.1,1564.2,1300.09,Bangalore,264.11,Credit Card,Cancelled
331,2025-12-05,1065,Home & Kitchen,Water Bottle,2,1398,0.1,2516.4,1954.93,Hyderabad,561.47,COD,Cancelled
332,2025-02-12,1012,Electronics,Power Bank,2,2549,0.15,4333.3,3518.79,Kolkata,814.51,UPI,Delivered
333,2025-01-26,1075,Beauty,Shampoo,4,2057,0.15,6993.8,5741.44,Hyderabad,1252.36,COD,Delivered
334,2025-01-07,1045,Home & Kitchen,Bedsheet,4,2687,0.15,9135.8,7540.59,Bangalore,1595.21,UPI,Cancelled
335,2025-09-21,1095,Home & Kitchen,Water Bottle,3,4574,0.1,12349.8,10619.15,Pune,1730.65,Net Banking,Delivered
336,2025-12-30,1058,Beauty,Lipstick,3,1124,0.05,3203.4,1909.69,Mumbai,1293.71,Net Banking,Delivered
337,2025-10-23,1072,Home & Kitchen,Bedsheet,2,4959,0.1,8926.2,7702.52,Hyderabad,1223.68,UPI,Delivered
338,2025-10-09,1086,Home & Kitchen,Water Bottle,2,949,0.05,1803.1,1469.69,Hyderabad,333.41,COD,Delivered
339,2025-05-08,1099,Fashion,Jeans,3,2411,0.1,6509.7,5276.68,Hyderabad,1233.02,UPI,Delivered
340,2025-10-05,1141,Beauty,Face Wash,1,1024,0.05,972.8,648.88,Delhi,323.92,Credit Card,Cancelled
341,2025-02-01,1137,Fashion,Sneakers,4,1822,0.0,7288.0,4951.38,Hyderabad,2336.62,Net Banking,Delivered
342,2025-01-18,1144,Fashion,Sneakers,1,1244,0.05,1181.8,930.2,Hyderabad,251.6,Credit Card,Delivered
343,2025-09-27,1095,Home & Kitchen,Coffee Maker,4,2232,0.1,8035.2,5963.6,Kolkata,2071.6,Net Banking,Delivered
344,2025-05-11,1150,Beauty,Lipstick,3,1645,0.0,4935.0,3030.52,Pune,1904.48,Net Banking,Delivered
345,2025-07-09,1052,Electronics,Bluetooth Speaker,2,5282,0.15,8979.4,7744.08,Delhi,1235.32,Debit Card,Delivered
346,2025-07-24,1081,Electronics,Keyboard,2,6515,0.1,11727.0,7326.88,Kolkata,4400.12,Credit Card,Delivered
347,2025-11-11,1111,Beauty,Face Wash,1,1551,0.2,1240.8,1070.63,Bangalore,170.17,Credit Card,Delivered
348,2025-10-13,1103,Books,Cookbook,1,1175,0.15,998.75,784.87,Pune,213.88,Debit Card,Delivered
349,2025-07-20,1108,Fashion,Handbag,2,3228,0.1,5810.4,4464.19,Pune,1346.21,COD,Delivered
350,2025-07-27,1009,Beauty,Face Wash,1,1590,0.15,1351.5,1150.14,Hyderabad,201.36,Credit Card,Delivered
351,2025-05-19,1103,Electronics,Keyboard,2,5912,0.15,10050.4,7569.51,Bangalore,2480.89,UPI,Delivered
352,2025-07-11,1054,Electronics,Wireless Headphones,4,3353,0.05,12741.4,8357.71,Delhi,4383.69,Debit Card,Delivered
353,2025-09-30,1006,Electronics,Bluetooth Speaker,3,2986,0.2,7166.4,5473.91,Bangalore,1692.49,Credit Card,Delivered
354,2025-04-15,1083,Beauty,Moisturizer,2,2424,0.1,4363.2,3422.52,Mumbai,940.68,COD,Delivered
355,2025-07-27,1114,Beauty,Shampoo,2,409,0.15,695.3,625.9,Hyderabad,69.4,Credit Card,Delivered
356,2025-03-08,1118,Beauty,Shampoo,1,1598,0.05,1518.1,1214.55,Mumbai,303.55,Net Banking,Cancelled
357,2025-04-15,1044,Electronics,Smart Watch,4,3881,0.15,13195.4,10189.18,Mumbai,3006.22,UPI,Delivered
358,2025-03-07,1131,Fashion,Jeans,4,1894,0.0,7576.0,4933.59,Mumbai,2642.41,Debit Card,Delivered
359,2025-09-10,1143,Books,Fiction Book,4,595,0.1,2142.0,1373.0,Mumbai,769.0,Net Banking,Delivered
360,2025-04-22,1108,Fashion,Hoodie,3,3496,0.1,9439.2,7945.24,Hyderabad,1493.96,COD,Delivered
361,2025-12-11,1061,Home & Kitchen,Cookware Set,1,3073,0.15,2612.05,1972.53,Pune,639.52,Net Banking,Cancelled
362,2025-08-28,1002,Fashion,Handbag,1,2996,0.0,2996.0,1694.13,Delhi,1301.87,Net Banking,Delivered
363,2025-08-08,1122,Beauty,Shampoo,2,1825,0.1,3285.0,2256.29,Kolkata,1028.71,COD,Delivered
364,2025-04-21,1129,Electronics,Smart Watch,1,2519,0.1,2267.1,1516.69,Delhi,750.41,Net Banking,Delivered
365,2025-07-09,1017,Electronics,Smart Watch,2,2249,0.15,3823.3,3295.25,Delhi,528.05,Debit Card,Cancelled
366,2025-08-27,1072,Fashion,Handbag,1,1248,0.15,1060.8,749.9,Pune,310.9,Credit Card,Delivered
367,2025-02-27,1049,Books,Technical Book,1,824,0.0,824.0,581.92,Delhi,242.08,Net Banking,Delivered
368,2025-09-30,1014,Fashion,Jeans,3,1385,0.1,3739.5,2877.03,Kolkata,862.47,Debit Card,Cancelled
369,2025-11-13,1125,Books,Notebook,3,271,0.15,691.05,599.49,Delhi,91.56,Credit Card,Delivered
370,2025-11-20,1040,Home & Kitchen,Cookware Set,1,3512,0.05,3336.4,2106.85,Bangalore,1229.55,Credit Card,Delivered
371,2025-06-20,1045,Beauty,Lipstick,1,1417,0.0,1417.0,943.1,Mumbai,473.9,Net Banking,Cancelled
372,2025-03-01,1098,Beauty,Shampoo,3,1681,0.0,5043.0,3679.48,Bangalore,1363.52,Debit Card,Cancelled
373,2025-04-06,1006,Books,Cookbook,2,437,0.05,830.3,530.86,Bangalore,299.44,Net Banking,Delivered
374,2025-10-18,1022,Home & Kitchen,Cookware Set,3,1775,0.05,5058.75,3750.67,Delhi,1308.08,COD,Delivered
375,2025-11-25,1023,Beauty,Shampoo,1,798,0.05,758.1,494.79,Mumbai,263.31,Credit Card,Delivered
376,2025-11-10,1094,Home & Kitchen,Water Bottle,3,4425,0.05,12611.25,9735.33,Delhi,2875.92,Net Banking,Delivered
377,2025-07-28,1126,Electronics,Bluetooth Speaker,4,2895,0.2,9264.0,7180.28,Mumbai,2083.72,Credit Card,Cancelled
378,2025-07-06,1090,Beauty,Face Wash,2,1554,0.1,2797.2,1990.26,Kolkata,806.94,Debit Card,Delivered
379,2025-10-10,1079,Electronics,Power Bank,3,1230,0.0,3690.0,2082.02,Kolkata,1607.98,UPI,Delivered
380,2025-03-31,1036,Beauty,Lipstick,1,664,0.05,630.8,378.58,Hyderabad,252.22,Net Banking,Delivered
381,2025-10-02,1106,Books,Notebook,1,946,0.05,898.7,606.15,Pune,292.55,Net Banking,Delivered
382,2025-01-30,1045,Books,Technical Book,3,933,0.0,2799.0,2072.08,Bangalore,726.92,Credit Card,Delivered
383,2025-02-07,1070,Fashion,Handbag,3,2309,0.0,6927.0,3986.91,Hyderabad,2940.09,Debit Card,Delivered
384,2025-10-05,1068,Electronics,Power Bank,1,2111,0.1,1899.9,1420.88,Pune,479.02,COD,Delivered
385,2025-12-07,1083,Beauty,Moisturizer,1,779,0.15,662.15,546.6,Pune,115.55,Debit Card,Delivered
386,2025-04-17,1088,Fashion,Sneakers,4,529,0.1,1904.4,1175.25,Delhi,729.15,Net Banking,Delivered
387,2025-12-14,1065,Home & Kitchen,Water Bottle,4,4250,0.0,17000.0,12829.56,Hyderabad,4170.44,COD,Delivered
388,2025-10-10,1113,Books,Self Help Book,3,642,0.0,1926.0,1126.53,Kolkata,799.47,Debit Card,Delivered
389,2025-11-29,1105,Fashion,T-Shirt,4,3141,0.1,11307.6,7584.47,Kolkata,3723.13,UPI,Delivered
390,2025-11-18,1012,Fashion,Handbag,2,584,0.05,1109.6,770.95,Delhi,338.65,Credit Card,Cancelled
391,2025-05-04,1130,Beauty,Moisturizer,1,1911,0.1,1719.9,1392.77,Delhi,327.13,Debit Card,Delivered
392,2025-12-23,1146,Fashion,Handbag,3,3060,0.05,8721.0,6203.29,Kolkata,2517.71,Debit Card,Delivered
393,2025-12-22,1096,Fashion,Jeans,4,2439,0.1,8780.4,6931.65,Delhi,1848.75,UPI,Delivered
394,2025-05-29,1104,Books,Notebook,4,272,0.0,1088.0,829.69,Bangalore,258.31,Net Banking,Delivered
395,2025-09-18,1109,Beauty,Face Wash,1,2023,0.1,1820.7,1344.82,Bangalore,475.88,Credit Card,Cancelled
396,2025-07-09,1032,Beauty,Shampoo,2,1468,0.1,2642.4,1714.89,Pune,927.51,Debit Card,Delivered
397,2025-09-04,1129,Home & Kitchen,Bedsheet,3,1834,0.05,5226.9,3330.19,Hyderabad,1896.71,COD,Delivered
398,2025-07-12,1127,Beauty,Shampoo,3,2301,0.2,5522.4,4721.82,Mumbai,800.58,Debit Card,Delivered
399,2025-07-16,1108,Books,Fiction Book,1,1096,0.05,1041.2,788.96,Hyderabad,252.24,Credit Card,Delivered
400,2025-02-21,1111,Beauty,Perfume,4,370,0.1,1332.0,1075.26,Pune,256.74,Debit Card,Cancelled
401,2025-05-17,1020,Books,Technical Book,3,776,0.1,2095.2,1593.93,Bangalore,501.27,UPI,Delivered
402,2025-04-08,1019,Home & Kitchen,Bedsheet,3,4345,0.05,12383.25,9965.07,Kolkata,2418.18,Debit Card,Delivered
403,2025-09-24,1103,Beauty,Face Wash,2,1666,0.1,2998.8,2112.19,Pune,886.61,Debit Card,Cancelled
404,2025-09-26,1089,Beauty,Face Wash,4,1852,0.1,6667.2,5648.93,Pune,1018.27,COD,Delivered
405,2025-10-06,1028,Electronics,Power Bank,2,5155,0.05,9794.5,6975.83,Bangalore,2818.67,UPI,Delivered
406,2025-04-03,1079,Electronics,Smart Watch,1,1877,0.2,1501.6,1227.37,Kolkata,274.23,UPI,Delivered
407,2025-01-07,1022,Electronics,Bluetooth Speaker,2,3465,0.1,6237.0,4472.91,Delhi,1764.09,Debit Card,Delivered
408,2025-06-10,1001,Fashion,T-Shirt,1,1049,0.0,1049.0,786.41,Hyderabad,262.59,COD,Delivered
409,2025-06-27,1035,Books,Notebook,2,651,0.0,1302.0,881.51,Pune,420.49,Debit Card,Delivered
410,2025-09-08,1031,Home & Kitchen,Bedsheet,2,2169,0.15,3687.3,2942.99,Hyderabad,744.31,Debit Card,Cancelled
411,2025-03-31,1001,Books,Fiction Book,3,257,0.2,616.8,487.85,Mumbai,128.95,Credit Card,Delivered
412,2025-02-02,1012,Fashion,Jeans,1,981,0.2,784.8,541.92,Kolkata,242.88,Credit Card,Delivered
413,2025-06-29,1117,Home & Kitchen,Coffee Maker,2,2082,0.0,4164.0,2711.46,Hyderabad,1452.54,COD,Delivered
414,2025-03-09,1123,Fashion,Sneakers,3,2171,0.0,6513.0,4811.23,Mumbai,1701.77,Net Banking,Delivered
415,2025-03-26,1055,Beauty,Face Wash,2,582,0.1,1047.6,759.44,Bangalore,288.16,Credit Card,Delivered
416,2025-07-16,1042,Beauty,Lipstick,3,1153,0.15,2940.15,2558.68,Pune,381.47,Net Banking,Delivered
417,2025-12-14,1029,Home & Kitchen,Cookware Set,3,4154,0.0,12462.0,7382.81,Bangalore,5079.19,UPI,Delivered
418,2025-02-14,1136,Beauty,Perfume,1,2369,0.1,2132.1,1306.95,Pune,825.15,Credit Card,Delivered
419,2025-01-01,1010,Home & Kitchen,Coffee Maker,4,2362,0.0,9448.0,6372.6,Bangalore,3075.4,Credit Card,Cancelled
420,2025-05-14,1025,Electronics,Wireless Headphones,2,6955,0.0,13910.0,7839.6,Mumbai,6070.4,COD,Delivered
421,2025-05-17,1068,Books,Technical Book,2,328,0.05,623.2,476.37,Kolkata,146.83,Net Banking,Cancelled
422,2025-05-28,1118,Electronics,Smart Watch,4,1122,0.1,4039.2,2643.37,Mumbai,1395.83,Credit Card,Delivered
423,2025-09-06,1147,Fashion,Jeans,2,3260,0.0,6520.0,4006.79,Bangalore,2513.21,Credit Card,Cancelled
424,2025-08-02,1019,Books,Self Help Book,2,382,0.1,687.6,550.18,Mumbai,137.42,COD,Delivered
425,2025-02-06,1099,Beauty,Lipstick,4,1763,0.0,7052.0,4172.54,Mumbai,2879.46,COD,Delivered
426,2025-08-02,1085,Home & Kitchen,Water Bottle,2,4379,0.2,7006.4,4839.22,Mumbai,2167.18,Net Banking,Delivered
427,2025-03-18,1146,Books,Fiction Book,1,1088,0.1,979.2,745.8,Delhi,233.4,UPI,Delivered
428,2025-12-06,1091,Books,Fiction Book,3,829,0.05,2362.65,1638.43,Kolkata,724.22,UPI,Delivered
429,2025-04-02,1145,Home & Kitchen,Coffee Maker,1,4691,0.05,4456.45,3563.99,Hyderabad,892.46,Debit Card,Cancelled
430,2025-03-16,1142,Electronics,Smart Watch,1,4953,0.0,4953.0,2828.17,Mumbai,2124.83,Credit Card,Delivered
431,2025-01-01,1126,Home & Kitchen,Water Bottle,3,4541,0.0,13623.0,8287.29,Bangalore,5335.71,Net Banking,Delivered
432,2025-12-02,1104,Fashion,T-Shirt,4,620,0.1,2232.0,1467.12,Mumbai,764.88,Credit Card,Delivered
433,2025-03-29,1125,Fashion,T-Shirt,1,2468,0.1,2221.2,1478.87,Delhi,742.33,Net Banking,Delivered
434,2025-09-04,1005,Beauty,Face Wash,1,471,0.0,471.0,355.05,Hyderabad,115.95,Net Banking,Delivered
435,2025-09-13,1009,Fashion,Jeans,1,3219,0.15,2736.15,1806.89,Kolkata,929.26,Net Banking,Delivered
436,2025-11-04,1130,Books,Technical Book,3,698,0.0,2094.0,1516.79,Kolkata,577.21,Credit Card,Delivered
437,2025-07-02,1130,Beauty,Perfume,3,934,0.0,2802.0,1752.84,Delhi,1049.16,COD,Delivered
438,2025-12-06,1069,Books,Self Help Book,3,847,0.0,2541.0,1518.28,Bangalore,1022.72,Credit Card,Delivered
439,2025-08-05,1035,Home & Kitchen,Bedsheet,3,3689,0.2,8853.6,7029.24,Kolkata,1824.36,Net Banking,Delivered
440,2025-07-29,1080,Electronics,Bluetooth Speaker,2,6531,0.05,12408.9,9624.73,Hyderabad,2784.17,Debit Card,Cancelled
441,2025-08-03,1134,Home & Kitchen,Cookware Set,1,1272,0.05,1208.4,966.36,Pune,242.04,UPI,Cancelled
442,2025-03-31,1021,Electronics,Wireless Headphones,2,3178,0.0,6356.0,3503.31,Kolkata,2852.69,Net Banking,Delivered
443,2025-08-25,1104,Home & Kitchen,Table Lamp,4,1944,0.1,6998.4,5418.48,Bangalore,1579.92,Debit Card,Cancelled
444,2025-03-04,1127,Electronics,Bluetooth Speaker,4,1766,0.1,6357.6,4918.6,Delhi,1439.0,COD,Delivered
